"Class","Ticket","Date","Tree","FixVersion","OpenVersion","PredictedIV"
"Zab1_0Test.java","ZOOKEEPER-1270","2011-11-05 07:29","tree 3dd4ce9655d544046c33e54aca028100fb2c8f1e ------","12","11","11.270605817226889"
"ClientBase.java","ZOOKEEPER-1270","2011-11-05 07:29","tree 3dd4ce9655d544046c33e54aca028100fb2c8f1e ------","12","11","11.270605817226889"
"Zab1_0Test.java","ZOOKEEPER-1270","2011-11-05 07:29","tree 3dd4ce9655d544046c33e54aca028100fb2c8f1e ------","22","11","13.976663989495773"
"ClientBase.java","ZOOKEEPER-1270","2011-11-05 07:29","tree 3dd4ce9655d544046c33e54aca028100fb2c8f1e ------","22","11","13.976663989495773"
"ByteBufferInputStream.java","ZOOKEEPER-1136","2011-09-14 08:56","tree d3251668433d33daf4fdec0f0359f017ec434ede ------","12","11","11.270605817226889"
"Learner.java","ZOOKEEPER-1136","2011-09-14 08:56","tree d3251668433d33daf4fdec0f0359f017ec434ede ------","12","11","11.270605817226889"
"Zab1_0Test.java","ZOOKEEPER-1136","2011-09-14 08:56","tree d3251668433d33daf4fdec0f0359f017ec434ede ------","12","11","11.270605817226889"
"LearnerHandler.java","ZOOKEEPER-1136","2011-09-14 08:56","tree d3251668433d33daf4fdec0f0359f017ec434ede ------","12","11","11.270605817226889"
"ZooKeeperServer.java","ZOOKEEPER-1136","2011-09-14 08:56","tree d3251668433d33daf4fdec0f0359f017ec434ede ------","12","11","11.270605817226889"
"ByteBufferOutputStream.java","ZOOKEEPER-1136","2011-09-14 08:56","tree d3251668433d33daf4fdec0f0359f017ec434ede ------","12","11","11.270605817226889"
"FinalRequestProcessor.java","ZOOKEEPER-1136","2011-09-14 08:56","tree d3251668433d33daf4fdec0f0359f017ec434ede ------","12","11","11.270605817226889"
"JMXEnv.java","ZOOKEEPER-1111","2011-07-19 23:38","tree e6d9c52bbe1c2e1a35ac1330f6edd09de166d034 ------","12","11","11.270605817226889"
"ClientCnxnSocketNIO.java","ZOOKEEPER-1063","2011-07-15 06:10","tree d69643a61e3d70bc086fd87d6bff4d3e3e06d27f ------","12","11","11.270605817226889"
"ZooKeeperTest.java","ZOOKEEPER-1059","2011-05-16 19:39","tree 5a4bbc26d66cb4d0a2a3a0be2a2191f1a90d3512 ------","12","11","11.270605817226889"
"ZooKeeperMain.java","ZOOKEEPER-1059","2011-05-16 19:39","tree 5a4bbc26d66cb4d0a2a3a0be2a2191f1a90d3512 ------","12","11","11.270605817226889"
"ClientTest.java","ZOOKEEPER-870","2010-09-15 07:51","tree 884ab0365358d12dc732af427e80d915a0a72eb1 ------","12","11","11.270605817226889"
"ClientBase.java","ZOOKEEPER-870","2010-09-15 07:51","tree 884ab0365358d12dc732af427e80d915a0a72eb1 ------","12","11","11.270605817226889"
"KerberosName.java","ZOOKEEPER-1327","2012-02-06 10:06","tree 7c58a4a1094f9f763da4ccab5a8bf06f76c1b875 ------","16","15","15.270605817226889"
"KerberosName.java","ZOOKEEPER-1327","2012-02-06 10:06","tree 7c58a4a1094f9f763da4ccab5a8bf06f76c1b875 ------","22","15","16.89424072058822"
"ZooKeeperTest.java","ZOOKEEPER-1307","2012-03-17 01:39","tree cff0c077c2db411e06a98b4c186a07977376ddf5 ------","19","16","16.811817451680664"
"ZooKeeperTest.java","ZOOKEEPER-1307","2012-03-17 01:39","tree cff0c077c2db411e06a98b4c186a07977376ddf5 ------","22","16","17.62363490336133"
"ObserverZooKeeperServer.java","ZOOKEEPER-1798","2013-11-14 05:34","tree 6c93fa560a4b929e61c864a9b4896743cae49fd0 ------","21","16","17.35302908613444"
"Zab1_0Test.java","ZOOKEEPER-1798","2013-10-24 20:41","tree b9d9b706606efc3d93945258e99bec2fb925b3fb ------","21","16","17.35302908613444"
"SyncRequestProcessor.java","ZOOKEEPER-1798","2013-10-24 20:41","tree b9d9b706606efc3d93945258e99bec2fb925b3fb ------","21","16","17.35302908613444"
"ObserverZooKeeperServer.java","ZOOKEEPER-1798","2013-11-14 05:34","tree 6c93fa560a4b929e61c864a9b4896743cae49fd0 ------","22","16","17.62363490336133"
"Zab1_0Test.java","ZOOKEEPER-1798","2013-10-24 20:41","tree b9d9b706606efc3d93945258e99bec2fb925b3fb ------","22","16","17.62363490336133"
"SyncRequestProcessor.java","ZOOKEEPER-1798","2013-10-24 20:41","tree b9d9b706606efc3d93945258e99bec2fb925b3fb ------","22","16","17.62363490336133"
"ClientCnxn.java","ZOOKEEPER-1753","2013-09-18 15:14","tree 4cc11af4c51495289e2ebf2545e4051f32e08c9b ------","21","16","17.35302908613444"
"ClientCnxn.java","ZOOKEEPER-1753","2013-09-18 15:14","tree 4cc11af4c51495289e2ebf2545e4051f32e08c9b ------","22","16","17.62363490336133"
"WatcherTest.java","ZOOKEEPER-1648","2013-02-19 08:55","tree 0a9ecfb93deb2baedc21ac234ce153f1c25857e1 ------","21","16","17.35302908613444"
"WatcherTest.java","ZOOKEEPER-1648","2013-02-19 08:55","tree 0a9ecfb93deb2baedc21ac234ce153f1c25857e1 ------","22","16","17.62363490336133"
"ZooKeeperServer.java","ZOOKEEPER-1642","2013-05-16 18:49","tree aeeabfe61cfeb4ff5a7cb1ddbaada49b28995e61 ------","21","16","17.35302908613444"
"ZooKeeperServer.java","ZOOKEEPER-1642","2013-05-16 18:49","tree aeeabfe61cfeb4ff5a7cb1ddbaada49b28995e61 ------","22","16","17.62363490336133"
"MultiAsyncTransactionTest.java","ZOOKEEPER-1624","2013-10-10 20:06","tree 90d1a7448c287751b015ac9791c1d7a6f4dc4663 ------","21","16","17.35302908613444"
"MultiAsyncTransactionTest.java","ZOOKEEPER-1624","2013-10-10 20:06","tree 90d1a7448c287751b015ac9791c1d7a6f4dc4663 ------","22","16","17.62363490336133"
"Leader.java","ZOOKEEPER-1535","2012-12-31 02:38","tree 1b5844bab850800ddf87920fa799b09bfac7416c ------","21","16","17.35302908613444"
"Zab1_0Test.java","ZOOKEEPER-1535","2012-12-31 02:38","tree 1b5844bab850800ddf87920fa799b09bfac7416c ------","21","16","17.35302908613444"
"Leader.java","ZOOKEEPER-1535","2012-12-31 02:38","tree 1b5844bab850800ddf87920fa799b09bfac7416c ------","22","16","17.62363490336133"
"Zab1_0Test.java","ZOOKEEPER-1535","2012-12-31 02:38","tree 1b5844bab850800ddf87920fa799b09bfac7416c ------","22","16","17.62363490336133"
"FourLetterWordsTest.java","ZOOKEEPER-2224","2015-07-05 06:05","tree 07b9f987355a608d23a47b3dfefe082ac0e67af0 ------","24","16","18.16484653781511"
"FourLetterWordMain.java","ZOOKEEPER-2224","2015-07-05 06:05","tree 07b9f987355a608d23a47b3dfefe082ac0e67af0 ------","24","16","18.16484653781511"
"FourLetterWordsTest.java","ZOOKEEPER-2224","2015-07-05 06:05","tree 07b9f987355a608d23a47b3dfefe082ac0e67af0 ------","23","16","17.89424072058822"
"FourLetterWordMain.java","ZOOKEEPER-2224","2015-07-05 06:05","tree 07b9f987355a608d23a47b3dfefe082ac0e67af0 ------","23","16","17.89424072058822"
"FourLetterWordsTest.java","ZOOKEEPER-2224","2015-07-05 06:05","tree 07b9f987355a608d23a47b3dfefe082ac0e67af0 ------","23","16","17.89424072058822"
"FourLetterWordMain.java","ZOOKEEPER-2224","2015-07-05 06:05","tree 07b9f987355a608d23a47b3dfefe082ac0e67af0 ------","23","16","17.89424072058822"
"JUnit4ZKTestRunner.java","ZOOKEEPER-2174","2015-05-03 19:55","tree 2c3b69b06d589e317aa68fc56408925c10936715 ------","24","16","18.16484653781511"
"JUnit4ZKTestRunner.java","ZOOKEEPER-2174","2015-05-03 19:55","tree 2c3b69b06d589e317aa68fc56408925c10936715 ------","26","16","18.706058172268886"
"JUnit4ZKTestRunner.java","ZOOKEEPER-2174","2015-05-03 19:55","tree 2c3b69b06d589e317aa68fc56408925c10936715 ------","26","16","18.706058172268886"
"BinaryInputArchiveTest.java","ZOOKEEPER-2146","2015-03-25 08:38","tree ba2a4610a6908ee21a9d11a80da2b37bbe479387 ------","24","16","18.16484653781511"
"BinaryInputArchive.java","ZOOKEEPER-2146","2015-03-25 08:38","tree ba2a4610a6908ee21a9d11a80da2b37bbe479387 ------","24","16","18.16484653781511"
"BinaryInputArchiveTest.java","ZOOKEEPER-2146","2015-03-25 08:38","tree ba2a4610a6908ee21a9d11a80da2b37bbe479387 ------","23","16","17.89424072058822"
"BinaryInputArchive.java","ZOOKEEPER-2146","2015-03-25 08:38","tree ba2a4610a6908ee21a9d11a80da2b37bbe479387 ------","23","16","17.89424072058822"
"BinaryInputArchiveTest.java","ZOOKEEPER-2146","2015-03-25 08:38","tree ba2a4610a6908ee21a9d11a80da2b37bbe479387 ------","23","16","17.89424072058822"
"BinaryInputArchive.java","ZOOKEEPER-2146","2015-03-25 08:38","tree ba2a4610a6908ee21a9d11a80da2b37bbe479387 ------","23","16","17.89424072058822"
"Log4JSource.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","24","16","18.16484653781511"
"NumEvents.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","24","16","18.16484653781511"
"RestCfg.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","24","16","18.16484653781511"
"StaticContent.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","24","16","18.16484653781511"
"QuorumPeerInstance.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","24","16","18.16484653781511"
"GenerateLoad.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","24","16","18.16484653781511"
"RandomAccessFileReader.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","24","16","18.16484653781511"
"Log4JSource.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","23","16","17.89424072058822"
"NumEvents.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","23","16","17.89424072058822"
"RestCfg.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","23","16","17.89424072058822"
"StaticContent.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","23","16","17.89424072058822"
"QuorumPeerInstance.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","23","16","17.89424072058822"
"GenerateLoad.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","23","16","17.89424072058822"
"RandomAccessFileReader.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","23","16","17.89424072058822"
"Log4JSource.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","23","16","17.89424072058822"
"NumEvents.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","23","16","17.89424072058822"
"RestCfg.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","23","16","17.89424072058822"
"StaticContent.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","23","16","17.89424072058822"
"QuorumPeerInstance.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","23","16","17.89424072058822"
"GenerateLoad.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","23","16","17.89424072058822"
"RandomAccessFileReader.java","ZOOKEEPER-2064","2014-11-29 16:53","tree a958838f635e39433362ad652778ba478e8e54d8 ------","23","16","17.89424072058822"
"QuorumBase.java","ZOOKEEPER-1939","2014-06-25 19:25","tree 81901bf465670dc5ee991d2c6b4d0b4fcb6eee43 ------","24","16","18.16484653781511"
"QuorumBase.java","ZOOKEEPER-1939","2014-06-25 19:25","tree 81901bf465670dc5ee991d2c6b4d0b4fcb6eee43 ------","22","16","17.62363490336133"
"QuorumPeerInstance.java","ZOOKEEPER-1926","2014-05-09 23:37","tree 15a04574dc15764bcded7e5610be5186fe3dca5a ------","24","16","18.16484653781511"
"LearnerTest.java","ZOOKEEPER-1926","2014-05-09 23:37","tree 15a04574dc15764bcded7e5610be5186fe3dca5a ------","24","16","18.16484653781511"
"Zab1_0Test.java","ZOOKEEPER-1926","2014-05-09 23:37","tree 15a04574dc15764bcded7e5610be5186fe3dca5a ------","24","16","18.16484653781511"
"BaseSysTest.java","ZOOKEEPER-1926","2014-05-09 23:37","tree 15a04574dc15764bcded7e5610be5186fe3dca5a ------","24","16","18.16484653781511"
"QuorumPeerInstance.java","ZOOKEEPER-1926","2014-05-09 23:37","tree 15a04574dc15764bcded7e5610be5186fe3dca5a ------","22","16","17.62363490336133"
"LearnerTest.java","ZOOKEEPER-1926","2014-05-09 23:37","tree 15a04574dc15764bcded7e5610be5186fe3dca5a ------","22","16","17.62363490336133"
"Zab1_0Test.java","ZOOKEEPER-1926","2014-05-09 23:37","tree 15a04574dc15764bcded7e5610be5186fe3dca5a ------","22","16","17.62363490336133"
"BaseSysTest.java","ZOOKEEPER-1926","2014-05-09 23:37","tree 15a04574dc15764bcded7e5610be5186fe3dca5a ------","22","16","17.62363490336133"
"ZooTrace.java","ZOOKEEPER-2622","2017-01-28 06:43","tree d38d8cdbe401b24745d6f4c86abc4a088b1fbdbc ------","28","16","19.247269806722663"
"ZooTrace.java","ZOOKEEPER-2622","2017-01-28 06:43","tree d38d8cdbe401b24745d6f4c86abc4a088b1fbdbc ------","29","16","19.51787562394955"
"ZooTrace.java","ZOOKEEPER-2622","2017-01-28 06:43","tree d38d8cdbe401b24745d6f4c86abc4a088b1fbdbc ------","29","16","19.51787562394955"
"SaslServerCallbackHandler.java","ZOOKEEPER-2606","2016-10-17 10:27","tree 3be16c56c017c7dc86785c014f9072df51546735 ------","28","16","19.247269806722663"
"SaslServerCallbackHandler.java","ZOOKEEPER-2606","2016-10-17 10:27","tree 3be16c56c017c7dc86785c014f9072df51546735 ------","29","16","19.51787562394955"
"SaslServerCallbackHandler.java","ZOOKEEPER-2606","2016-10-17 10:27","tree 3be16c56c017c7dc86785c014f9072df51546735 ------","29","16","19.51787562394955"
"JettyAdminServerTest.java","ZOOKEEPER-1969","2014-07-18 19:04","tree 237577680d2d6704961ffc8a73e585482fc22e6a ------","22","16","17.62363490336133"
"ReconfigTest.java","ZOOKEEPER-1964","2014-07-14 19:45","tree 8075eb8447420a3964bdf6e7b0b87c3864a57537 ------","22","16","17.62363490336133"
"RemoveWatchesCommand.java","ZOOKEEPER-1910","2014-04-29 02:23","tree 08f14a2bcb068303c63b50b67d92f12a7e434778 ------","22","16","17.62363490336133"
"RemoveWatchesTest.java","ZOOKEEPER-1910","2014-04-29 02:23","tree 08f14a2bcb068303c63b50b67d92f12a7e434778 ------","22","16","17.62363490336133"
"DataTree.java","ZOOKEEPER-1910","2014-04-29 02:23","tree 08f14a2bcb068303c63b50b67d92f12a7e434778 ------","22","16","17.62363490336133"
"ZKDatabase.java","ZOOKEEPER-1910","2014-04-29 02:23","tree 08f14a2bcb068303c63b50b67d92f12a7e434778 ------","22","16","17.62363490336133"
"ZooDefs.java","ZOOKEEPER-1910","2014-04-29 02:23","tree 08f14a2bcb068303c63b50b67d92f12a7e434778 ------","22","16","17.62363490336133"
"PrepRequestProcessor.java","ZOOKEEPER-1910","2014-04-29 02:23","tree 08f14a2bcb068303c63b50b67d92f12a7e434778 ------","22","16","17.62363490336133"
"WatchManager.java","ZOOKEEPER-1910","2014-04-29 02:23","tree 08f14a2bcb068303c63b50b67d92f12a7e434778 ------","22","16","17.62363490336133"
"Request.java","ZOOKEEPER-1910","2014-04-29 02:23","tree 08f14a2bcb068303c63b50b67d92f12a7e434778 ------","22","16","17.62363490336133"
"FinalRequestProcessor.java","ZOOKEEPER-1910","2014-04-29 02:23","tree 08f14a2bcb068303c63b50b67d92f12a7e434778 ------","22","16","17.62363490336133"
"ZooKeeper.java","ZOOKEEPER-1910","2014-04-29 02:23","tree 08f14a2bcb068303c63b50b67d92f12a7e434778 ------","22","16","17.62363490336133"
"QuorumPeerConfig.java","ZOOKEEPER-1864","2014-05-17 13:23","tree 0ed7af045630ee6b83faf0f229fe4f5f71732303 ------","22","16","17.62363490336133"
"ByteBufferInputStreamTest.java","ZOOKEEPER-1843","2014-04-26 23:16","tree c1948f25bbbd27fe4e3e3a038bcd066f75af80f4 ------","22","16","17.62363490336133"
"ByteBufferInputStream.java","ZOOKEEPER-1843","2014-04-26 23:16","tree c1948f25bbbd27fe4e3e3a038bcd066f75af80f4 ------","22","16","17.62363490336133"
"PathUtilsTest.java","ZOOKEEPER-1628","2013-01-25 08:08","tree 80d9b4d4cbe52625ef77486c14c7403266fad59b ------","22","16","17.62363490336133"
"StaticHostProviderTest.java","ZOOKEEPER-1358","2012-01-16 03:19","tree 366876c558a68bfb1aec2ae3c9f3c37a75e14629 ------","22","15","16.89424072058822"
"ObserverLETest.java","ZOOKEEPER-1294","2012-01-14 00:28","tree c619b64b2f2960938e76ecc669bd7f1a560d1823 ------","22","15","16.89424072058822"
"Leader.java","ZOOKEEPER-1294","2012-01-14 00:28","tree c619b64b2f2960938e76ecc669bd7f1a560d1823 ------","22","15","16.89424072058822"
"ClientBase.java","ZOOKEEPER-1294","2012-01-14 00:28","tree c619b64b2f2960938e76ecc669bd7f1a560d1823 ------","22","15","16.89424072058822"
"QuorumUtilTest.java","ZOOKEEPER-1214","2014-05-18 05:49","tree 5558bc14cb836834d9191a015920bf72efcb331d ------","22","15","16.89424072058822"
"QuorumPeer.java","ZOOKEEPER-1214","2014-05-18 05:49","tree 5558bc14cb836834d9191a015920bf72efcb331d ------","22","15","16.89424072058822"
"QuorumUtil.java","ZOOKEEPER-1214","2014-05-18 05:49","tree 5558bc14cb836834d9191a015920bf72efcb331d ------","22","15","16.89424072058822"
"MBeanRegistry.java","ZOOKEEPER-1214","2014-05-18 05:49","tree 5558bc14cb836834d9191a015920bf72efcb331d ------","22","15","16.89424072058822"
"CnxManagerTest.java","ZOOKEEPER-1125","2011-09-14 06:32","tree 886dbcc3eefbb8275b4b752ad4968272bac8998e ------","22","11","13.976663989495773"
"StandaloneDisabledTest.java","ZOOKEEPER-2190","2015-05-14 21:53","tree ed80dc47885434c6db86e8163593422c745b07c1 ------","23","11","14.247269806722661"
"StandaloneDisabledTest.java","ZOOKEEPER-2190","2015-05-14 21:53","tree ed80dc47885434c6db86e8163593422c745b07c1 ------","23","11","14.247269806722661"
"PrepRequestProcessor.java","ZOOKEEPER-2187","2015-05-29 19:45","tree c717e06bad991f1e783203208bc9192c747baff6 ------","23","11","14.247269806722661"
"PrepRequestProcessor.java","ZOOKEEPER-2187","2015-05-29 19:45","tree c717e06bad991f1e783203208bc9192c747baff6 ------","23","11","14.247269806722661"
"ClientCnxn.java","ZOOKEEPER-2171","2015-05-10 00:27","tree 53e51672a73c769436c7befb1d899db5c840b670 ------","23","11","14.247269806722661"
"StaticHostProviderTest.java","ZOOKEEPER-2171","2015-05-10 00:27","tree 53e51672a73c769436c7befb1d899db5c840b670 ------","23","11","14.247269806722661"
"QuorumPeerInstance.java","ZOOKEEPER-2171","2015-05-10 00:27","tree 53e51672a73c769436c7befb1d899db5c840b670 ------","23","11","14.247269806722661"
"ClientCnxn.java","ZOOKEEPER-2171","2015-05-10 00:27","tree 53e51672a73c769436c7befb1d899db5c840b670 ------","23","11","14.247269806722661"
"StaticHostProviderTest.java","ZOOKEEPER-2171","2015-05-10 00:27","tree 53e51672a73c769436c7befb1d899db5c840b670 ------","23","11","14.247269806722661"
"QuorumPeerInstance.java","ZOOKEEPER-2171","2015-05-10 00:27","tree 53e51672a73c769436c7befb1d899db5c840b670 ------","23","11","14.247269806722661"
"ClientCnxn.java","ZOOKEEPER-2111","2015-01-31 08:05","tree fea22e69549737cbc7c906ffd3b82bcec0fe545e ------","23","11","14.247269806722661"
"ClientCnxn.java","ZOOKEEPER-2111","2015-01-31 08:05","tree fea22e69549737cbc7c906ffd3b82bcec0fe545e ------","23","11","14.247269806722661"
"NettyServerCnxnTest.java","ZOOKEEPER-2072","2015-01-30 03:23","tree f1ba289a0d573a162a17f7881771010f1a81199b ------","23","11","14.247269806722661"
"NettyServerCnxnFactory.java","ZOOKEEPER-2072","2015-01-30 03:23","tree f1ba289a0d573a162a17f7881771010f1a81199b ------","23","11","14.247269806722661"
"NettyServerCnxnTest.java","ZOOKEEPER-2072","2015-01-30 03:23","tree f1ba289a0d573a162a17f7881771010f1a81199b ------","23","11","14.247269806722661"
"NettyServerCnxnFactory.java","ZOOKEEPER-2072","2015-01-30 03:23","tree f1ba289a0d573a162a17f7881771010f1a81199b ------","23","11","14.247269806722661"
"PrepRequestProcessor.java","ZOOKEEPER-1366","2015-02-06 06:17","tree 77b8527a1d957078681b7f42d91ba5f74cb7539e ------","23","11","14.247269806722661"
"StaticHostProviderTest.java","ZOOKEEPER-1366","2015-02-06 06:17","tree 77b8527a1d957078681b7f42d91ba5f74cb7539e ------","23","11","14.247269806722661"
"Follower.java","ZOOKEEPER-1366","2015-02-06 06:17","tree 77b8527a1d957078681b7f42d91ba5f74cb7539e ------","23","11","14.247269806722661"
"ClientBase.java","ZOOKEEPER-1366","2015-02-06 06:17","tree 77b8527a1d957078681b7f42d91ba5f74cb7539e ------","23","11","14.247269806722661"
"ConnectionBean.java","ZOOKEEPER-1366","2015-02-06 06:17","tree 77b8527a1d957078681b7f42d91ba5f74cb7539e ------","23","11","14.247269806722661"
"ServerStats.java","ZOOKEEPER-1366","2015-02-06 06:17","tree 77b8527a1d957078681b7f42d91ba5f74cb7539e ------","23","11","14.247269806722661"
"SimpleSysTest.java","ZOOKEEPER-1366","2015-02-06 06:17","tree 77b8527a1d957078681b7f42d91ba5f74cb7539e ------","23","11","14.247269806722661"
"Request.java","ZOOKEEPER-1366","2015-02-06 06:17","tree 77b8527a1d957078681b7f42d91ba5f74cb7539e ------","23","11","14.247269806722661"
"RateLogger.java","ZOOKEEPER-1366","2015-02-06 06:17","tree 77b8527a1d957078681b7f42d91ba5f74cb7539e ------","23","11","14.247269806722661"
"ReadOnlyModeTest.java","ZOOKEEPER-1366","2015-02-06 06:17","tree 77b8527a1d957078681b7f42d91ba5f74cb7539e ------","23","11","14.247269806722661"
"Time.java","ZOOKEEPER-1366","2015-02-06 06:17","tree 77b8527a1d957078681b7f42d91ba5f74cb7539e ------","23","11","14.247269806722661"
"ZooKeeperTestClient.java","ZOOKEEPER-1366","2015-02-06 06:17","tree 77b8527a1d957078681b7f42d91ba5f74cb7539e ------","23","11","14.247269806722661"
"Leader.java","ZOOKEEPER-1366","2015-02-06 06:17","tree 77b8527a1d957078681b7f42d91ba5f74cb7539e ------","23","11","14.247269806722661"
